Title,Genre,Meta_Score,imdb_Rating,Box_Office,Rated,Studio,Release_Date,Poster_URL
Citizen Kane,"Drama, Mystery",100,8.3,N/A,PG,RKO Radio Pictures,05 Sep 1941,https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Here Comes Mr. Jordan,"Comedy, Fantasy, Romance",N/A,7.6,N/A,Not Rated,Sony Pictures Entertainment,21 Aug 1941,https://m.media-amazon.com/images/M/MV5BNmI3NjI1YWEtOGYzNC00NGQzLTg2MjktZjE3YzNjNTM4ODkwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Hold Back the Dawn,"Drama, Romance",N/A,7.5,N/A,NOT RATED,Paramount Pictures,26 Sep 1941,https://m.media-amazon.com/images/M/MV5BMDZkOTE5MmEtYzRkMy00MDcwLTgyMzQtYjEwNzY3Yjk0M2RhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
How Green Was My Valley,"Drama, Family",N/A,7.8,N/A,Not Rated,Twentieth Century Fox Home Entertainment,09 Apr 1942,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Little Foxes,"Drama, Romance",N/A,8.2,N/A,Approved,RKO,29 Aug 1941,https://m.media-amazon.com/images/M/MV5BMzdkYjU3ZmEtNDZkZS00ZTY5LTgzZDYtNzdiY2ZlOTg5ZDQ5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
The Maltese Falcon,"Film-Noir, Mystery",96,8.1,N/A,Not Rated,Warner Bros.,18 Oct 1941,https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
One Foot in Heaven,"Biography, Drama",N/A,7.0,N/A,Approved,Warner Bros.,01 Nov 1941,https://m.media-amazon.com/images/M/MV5BMGFiYjhkZTAtYWE0MC00MDg4LTllZWEtNTMzOTQ4OTJmZjhmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Sergeant York,"Biography, Drama, History, Romance, War",N/A,7.8,N/A,Not Rated,Warner Bros. Pictures,27 Sep 1941,https://m.media-amazon.com/images/M/MV5BYmEzN2M4YjgtZmQ2MC00ZGI3LWEwNWEtNDRjNGE0N2FiMzQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Suspicion,"Mystery, Thriller",83,7.4,N/A,Not Rated,WARNER BROTHERS PICTURES,14 Nov 1941,https://m.media-amazon.com/images/M/MV5BMDZiZWJjMjMtMjg4MC00Njk5LTliYzktZGM5ODBmNTA3YTc1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
"All This, and Heaven Too","Drama, Romance",N/A,7.6,N/A,Approved,Warner Bros. Pictures,13 Jul 1940,https://m.media-amazon.com/images/M/MV5BMjE4NzY5ODI2OV5BMl5BanBnXkFtZTgwOTU0MDgyMTE@._V1_SX300.jpg
Foreign Correspondent,"Action, Romance, Thriller, War",N/A,7.6,N/A,Passed,Warner Home Video,16 Aug 1940,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
The Grapes of Wrath,"Drama, History",95,8.1,N/A,Passed,20th Century Fox Film Corporation,15 Mar 1940,https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Great Dictator,"Comedy, Drama, War",N/A,8.5,N/A,Passed,Criterion Collection,07 Mar 1941,https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Kitty Foyle,"Drama, Romance",N/A,7.0,N/A,Approved,Media Home Entertainment,27 Dec 1940,https://m.media-amazon.com/images/M/MV5BODZkZTcwNzQtODBiNy00ZTNjLTlhMjctZDViZjQzMGIyZDg5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
The Letter,"Crime, Drama, Film-Noir, Mystery, Romance",N/A,7.7,N/A,Not Rated,MGM Home Entertainment,23 Nov 1940,https://m.media-amazon.com/images/M/MV5BNGI1Mjk4ZDgtMDc5ZS00MGI4LWJmZDctNTZkNmQ0NGU0M2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Long Voyage Home,"Drama, War",N/A,7.0,N/A,Approved,Criterion Collection,22 Nov 1940,https://m.media-amazon.com/images/M/MV5BNDc3M2ExYWMtNTFjMS00NGRlLWE0YmItZTNjM2Q2Yzk2ZTYyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Our Town,"Drama, Romance",N/A,6.8,N/A,NOT RATED,United Artists,24 May 1940,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY5Mjc0MzU2NF5BMl5BanBnXkFtZTcwMTE4MjgyMQ@@._V1_SX300.jpg
The Philadelphia Story,"Comedy, Romance",96,8.0,N/A,Not Rated,MGM,17 Jan 1941,https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
Rebecca,"Drama, Mystery, Romance, Thriller",N/A,8.1,N/A,Not Rated,United Artists,12 Apr 1940,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Dark Victory,"Drama, Romance",N/A,7.6,N/A,Approved,Twentieth Century Fox Home Entertainment,22 Apr 1939,https://m.media-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Gone with the Wind,"Drama, History, Romance, War",97,8.2,N/A,Passed,Loew&#39;s Inc.,17 Jan 1940,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
"Goodbye, Mr. Chips","Drama, Romance",N/A,7.8,N/A,Unrated,MGM Home Entertainment,28 Jul 1939,https://m.media-amazon.com/images/M/MV5BY2JiNjljZjAtYWJmNS00ZWQxLTlhZDMtZGVhMTc1NGFjMDdjXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
Love Affair,"Comedy, Drama, Romance",55,5.9,N/A,PG-13,Warner Home Video,21 Oct 1994,https://m.media-amazon.com/images/M/MV5BMTQ3OTc2NTEwMF5BMl5BanBnXkFtZTgwNzk0NjkwMzE@._V1_SX300.jpg
Mr. Smith Goes to Washington,"Comedy, Drama",73,8.2,N/A,Not Rated,ITVS,19 Oct 1939,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Ninotchka,"Comedy, Romance",N/A,8.0,N/A,Not Rated,Warner Bros. Pictures,23 Nov 1939,https://m.media-amazon.com/images/M/MV5BOTQ1ZDg5MjctZmNkNC00M2E5LTgyMjEtMjg0NDVjMTBiZjFhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Of Mice and Men,Drama,N/A,7.5,N/A,PG-13,Metro-Goldwyn-Mayer Pictures,02 Oct 1992,https://m.media-amazon.com/images/M/MV5BMTg0ODE2MTg2OF5BMl5BanBnXkFtZTcwNTI5MDQ2NA@@._V1_SX300.jpg
Stagecoach,"Adventure, Drama, Western",93,7.9,N/A,Not Rated,Warner Home Video,03 Mar 1939,https://m.media-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
The Wizard of Oz,"Adventure, Family, Fantasy, Musical",100,8.0,"$3,840,702",PG,Warner Bros. Pictures,25 Aug 1939,https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg
Wuthering Heights,"Drama, Romance",N/A,7.7,N/A,Not Rated,United Artists,07 Apr 1939,https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Adventures of Robin Hood,"Action, Adventure, Romance",97,8.0,N/A,PG,Warner Bros.,14 May 1938,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Alexander's Ragtime Band,"Drama, Musical, Romance",N/A,7.0,N/A,APPROVED,20th Century Fox Film Corporation,16 Aug 1938,https://images-na.ssl-images-amazon.com/images/M/MV5BZWI4NzQ1N2UtNTgzYi00Zjg3LTg2NWItNTVlZDlkMGRiMWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Boys Town,"Biography, Drama",N/A,7.3,N/A,Passed,MGM Home Entertainment,09 Sep 1938,https://m.media-amazon.com/images/M/MV5BMWUwMWRmYTYtY2Q2MS00ZTRlLTljNjQtNzlkMmRjNjllNjNlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
The Citadel,Drama,N/A,7.2,N/A,PASSED,MGM Home Entertainment,29 Oct 1938,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1MWY1ZDktNGIwYy00NmY1LTg2NDAtNjJhMDExNWJlODM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
Four Daughters,"Drama, Music, Romance",N/A,7.0,N/A,APPROVED,Warner Brothers,09 Aug 1938,https://images-na.ssl-images-amazon.com/images/M/MV5BMWIyOTE5MWMtZDc5Ny00NmZiLWIwOTItNTdhODA4MDUwMzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Grand Illusion,"Drama, Romance",N/A,4.2,N/A,N/A,N/A,01 Nov 1985,N/A
Jezebel,"Drama, Romance",N/A,7.6,N/A,Approved,MGM Home Entertainment,26 Mar 1938,https://m.media-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Pygmalion,"Comedy, Drama, Romance",N/A,7.9,N/A,NOT RATED,Criterion Collection,03 Mar 1939,https://m.media-amazon.com/images/M/MV5BNTgzN2NkMTAtYTc0Yy00ODc1LWI5ZTktNDIzNGFjY2M3NDhlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg
Test Pilot,"Drama, Romance",N/A,6.9,N/A,Passed,MGM,22 Apr 1938,https://m.media-amazon.com/images/M/MV5BZjVjZmQyNzAtNTBiOC00MjNkLTk1NjktNGI1YmFmYjA0ODNmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
You Can't Take It with You,"Comedy, Drama, Romance",N/A,8.0,N/A,Passed,Columbia Pictures,29 Sep 1938,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Awful Truth,"Comedy, Romance",N/A,7.9,N/A,Not Rated,Columbia,21 Oct 1937,https://m.media-amazon.com/images/M/MV5BNzMwMTU0MTk2Nl5BMl5BanBnXkFtZTgwMTUyMjkzMjE@._V1_SX300.jpg
Captains Courageous,"Adventure, Drama, Family",N/A,8.0,N/A,Passed,MGM Home Entertainment,25 Jun 1937,https://m.media-amazon.com/images/M/MV5BODI5NjhiNjktYzhkNi00ODFkLTg0NTgtZDQ2M2E5ZTY2ZGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Dead End,"Adventure, Horror, Mystery, Thriller",N/A,6.6,N/A,R,LionsGate Entertainment,26 Sep 2003,https://m.media-amazon.com/images/M/MV5BNTM2YWZhMjktMDk5My00YzMxLTk5ZDAtNmM0NTkyMDZmMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Good Earth,"Drama, Romance",N/A,7.7,N/A,PASSED,WARNER BROTHERS PICTURES,06 Aug 1937,https://m.media-amazon.com/images/M/MV5BNTM4NTczZWEtMTRhNi00YmRmLWE5ZDMtNjE2NGM0NDAwMjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
In Old Chicago,"Action, Drama, Musical, Romance",N/A,6.9,N/A,APPROVED,20th Century Fox Film Corporation,15 Apr 1938,https://m.media-amazon.com/images/M/MV5BZjMyMTU4M2YtZWVmOS00MmYwLTljYWItN2UwMjFjNTBmZmYzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Life of Emile Zola,"Biography, Drama",N/A,7.3,N/A,Not Rated,MGM Home Entertainment,02 Oct 1937,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg
Lost Horizon,"Adventure, Drama, Fantasy, Mystery",N/A,7.8,N/A,Approved,Sony Pictures Home Entertainment,01 Sep 1937,https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
One Hundred Men and a Girl,"Comedy, Music",N/A,6.9,N/A,APPROVED,Universal,05 Sep 1937,https://images-na.ssl-images-amazon.com/images/M/MV5BN2JlYzViNTQtZThhYy00YTQ1LWE4YjMtODY1MTVlNzMxOGJkXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg
Stage Door,"Comedy, Drama",N/A,7.8,N/A,Approved,Warner Home Video,08 Oct 1937,https://m.media-amazon.com/images/M/MV5BNzQwNTQxOTY3OF5BMl5BanBnXkFtZTgwMTg0MDgyMTE@._V1_SX300.jpg
A Star Is Born,"Drama, Music, Romance",88,7.7,N/A,R,Warner Bros. Pictures,05 Oct 2018,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Anthony Adverse,"Adventure, Drama, Romance",N/A,6.5,N/A,NOT RATED,Warner Bros.,29 Aug 1936,https://m.media-amazon.com/images/M/MV5BZjcwNTY3OTEtYTJlMi00MjkwLWI5MjctMTljNDAzMjYyYWJlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Dodsworth,"Drama, Romance",N/A,8.1,N/A,Passed,Samuel Goldwyn Films,23 Sep 1936,https://m.media-amazon.com/images/M/MV5BNTIzOWU0NWUtN2Y2ZC00N2U2LTliMzQtZWNjNmZkNTc4YTU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Great Ziegfeld,"Biography, Drama, Musical, Romance",N/A,6.8,N/A,Not Rated,MGM Home Entertainment,08 Apr 1936,https://m.media-amazon.com/images/M/MV5BOTEzMTZjNjQtMDdiOC00YzU3LTgwODItYjEyYjRiNWFiNmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Libeled Lady,"Comedy, Romance",N/A,7.8,N/A,Not Rated,Warner Home Video,09 Oct 1936,https://m.media-amazon.com/images/M/MV5BY2ZiMjFkNDEtMTY5Mi00NTA1LTllOGQtZGI1NWI4MGQ2NjBlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Mr. Deeds Goes to Town,"Comedy, Drama, Romance",N/A,8.0,N/A,Not Rated,Columbia Pictures,12 Apr 1936,https://m.media-amazon.com/images/M/MV5BNzdiMDVkNmMtNDI0Ny00MTQ5LWEwNjAtODQxOGNjOTZmMGVmL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Romeo and Juliet,"Drama, Romance",N/A,7.6,N/A,PG,Paramount Home Video,08 Oct 1968,https://m.media-amazon.com/images/M/MV5BMTkyMjIzOTcwOF5BMl5BanBnXkFtZTgwNzk2NjYxMTE@._V1_SX300.jpg
San Francisco,"Drama, Musical, Romance",N/A,7.3,N/A,UNRATED,MGM,26 Jun 1936,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4MjA5MDU0Nl5BMl5BanBnXkFtZTgwOTIyNTczMjE@._V1_SX300.jpg
The Story of Louis Pasteur,"Biography, Drama, History",N/A,7.4,N/A,UNRATED,MGM Home Entertainment,01 Feb 1936,https://ia.media-imdb.com/images/M/MV5BNzE5YjRjOTItZGFkYS00NzE5LTkzZGUtZmRhMzY5M2I2MTU3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
A Tale of Two Cities,"Drama, History, Romance",N/A,7.8,N/A,Not Rated,Warner Home Video,25 Dec 1935,https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Three Smart Girls,"Comedy, Musical, Romance",N/A,6.8,N/A,APPROVED,Universal Pictures,20 Dec 1936,https://ia.media-imdb.com/images/M/MV5BOGQ4YTdlNGEtOGVhMC00ZWE1LWI3ZjctYzYzNGJmMzJmNjFjXkEyXkFqcGdeQXVyMzc5ODc1MDY@._V1_SX300.jpg
Alice Adams,"Comedy, Drama, Romance",N/A,7.0,N/A,Passed,Turner Home Entertainment,13 Nov 1935,https://m.media-amazon.com/images/M/MV5BYTJkYmJmOTMtMjJmZi00OGE4LTgwNzYtY2Q4MzU1NjYxN2M0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Broadway Melody of 1936,"Musical, Romance",N/A,6.8,N/A,Passed,MGM,20 Sep 1935,https://m.media-amazon.com/images/M/MV5BZWJlZmFhMjQtMDJkNy00ZGFkLTg2Y2ItMTIxNTI0YWZjNWVmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Captain Blood,"Action, Adventure",N/A,7.8,N/A,Not Rated,Twentieth Century Fox Home Entertainment,28 Dec 1935,https://m.media-amazon.com/images/M/MV5BMTkyNTIzMTA4MV5BMl5BanBnXkFtZTgwMDUzMjU1MzE@._V1_SX300.jpg
The Informer,"Crime, Drama",N/A,7.5,N/A,Approved,Media Home Entertainment,24 May 1935,https://m.media-amazon.com/images/M/MV5BMDM1YjliYzYtOTkzMS00M2NkLThhNjctM2RlM2MxODE4YjJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Les Miserables,"Drama, History",N/A,7.3,N/A,Not Rated,ITV,27 Dec 1978,https://m.media-amazon.com/images/M/MV5BMTIzMTE1OTYwNV5BMl5BanBnXkFtZTcwODM4NTc0MQ@@._V1_SX300.jpg
The Lives of a Bengal Lancer,"Adventure, Drama",N/A,7.2,N/A,Passed,Paramount Pictures,01 Feb 1935,https://m.media-amazon.com/images/M/MV5BOTMwOTMwY2QtMGVmYS00NjYxLWI5MjQtOTczNTVmOWVlNzczXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
A Midsummer Night's Dream,"Comedy, Fantasy, Romance",61,6.4,N/A,PG-13,N/A,14 May 1999,https://m.media-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
Mutiny on the Bounty,"Adventure, Biography, Drama, History, Romance",N/A,7.8,N/A,Not Rated,MGM,N/A,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Naughty Marietta,"Drama, Musical, Romance",N/A,7.0,N/A,G,MGM Home Entertainment,29 Mar 1935,"https://m.media-amazon.com/images/M/MV5BMTM5Nzk2MzU5Nl5BMl5BanBnXkFtZTgwMzM2MzgzMTE@._V1._CR3,40,333,459_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg"
Ruggles of Red Gap,"Comedy, Romance",N/A,7.7,N/A,NOT RATED,MCA Universal Home Video,08 Mar 1935,https://m.media-amazon.com/images/M/MV5BMjIwNzQyOTYyNF5BMl5BanBnXkFtZTgwMzUxODgwMzE@._V1_SX300.jpg
Top Hat,"Comedy, Musical, Romance",N/A,7.8,N/A,Not Rated,Turner Home Entertainment,06 Sep 1935,https://m.media-amazon.com/images/M/MV5BN2Q0NjE1NTMtOTY5Zi00NWMxLTliOGYtNTg1OGU5M2RjNjVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
The Barretts of Wimpole Street,"Biography, Drama, Romance",N/A,7.0,N/A,PASSED,MGM,21 Sep 1934,https://m.media-amazon.com/images/M/MV5BY2Q4ZDBkMzEtNWM4ZC00MDRjLWIwNDItZTNkYWZjOGE5MjYwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Cleopatra,"Biography, Drama, History, Romance",60,7.0,N/A,G,20th Century Fox,31 Jul 1963,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Flirtation Walk,"Musical, Romance",N/A,5.8,N/A,NOT RATED,Warner Brothers,01 Dec 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODg1OTE3OF5BMl5BanBnXkFtZTgwMDY0NDIwMjE@._V1_SX300.jpg
The Gay Divorcee,"Comedy, Musical, Romance",N/A,7.6,N/A,Approved,RKO Radio Pictures,12 Oct 1934,https://m.media-amazon.com/images/M/MV5BMTc5MjcxMjU0OV5BMl5BanBnXkFtZTgwODY0OTgxMTE@._V1_SX300.jpg
Here Comes the Navy,"Comedy, Drama, Romance",N/A,6.4,N/A,APPROVED,Warner Bros.,21 Jul 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BODIzMGEwNTAtZDlmYS00MTJlLWI0MzAtMzk5ZDU2ZDUwOWQ3XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg
The House of Rothschild,"Biography, Drama, History",N/A,6.8,N/A,PASSED,20th Century Fox Film Corporation,07 Apr 1934,https://m.media-amazon.com/images/M/MV5BMzY3Mjc1MWEtOTJlMi00NDJjLTg0OTItYjg2ZTg2MjM5YjllXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
Imitation of Life,Drama,N/A,7.9,N/A,Not Rated,Universal Studios,18 Mar 1959,https://m.media-amazon.com/images/M/MV5BNjhiYzRiMzMtODMwZS00OWIwLTk3NTgtYjI1MDMxMDU5OWEzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
It Happened One Night,"Comedy, Romance",87,8.1,N/A,Not Rated,Sony Pictures Home Entertainment,22 Feb 1934,https://m.media-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
One Night of Love,"Music, Romance",N/A,5.9,N/A,PASSED,Sony Pictures Home Entertainment,15 Sep 1934,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5NDg0NTY4NF5BMl5BanBnXkFtZTgwODQxODgwMzE@._V1._CR0,18,332,479_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg"
The Thin Man,"Comedy, Crime, Mystery",N/A,8.1,N/A,Not Rated,MGM,25 May 1934,https://m.media-amazon.com/images/M/MV5BMzFkZDQyYmUtYjBmZi00YzNmLTg5ZTktZmUzMGU0ODMzNzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Viva Villa!,"Biography, Western",N/A,6.5,N/A,N/A,MGM,27 Apr 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BZjMwZWMxZDctNTlkNC00YTE4LWIzZGEtYWZkNzFhZWU3ZDBjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The White Parade,Drama,N/A,7.0,N/A,APPROVED,N/A,16 Nov 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzEwODkzMV5BMl5BanBnXkFtZTgwMjUzOTU0MjE@._V1_SX300.jpg
Cavalcade,"Drama, Romance, War",N/A,6.0,N/A,Passed,20th Century Fox Film Corporation,15 Apr 1933,https://m.media-amazon.com/images/M/MV5BMjM1MjQyNDgxMl5BMl5BanBnXkFtZTgwMjgxMDE5MjE@._V1_SX300.jpg
A Farewell to Arms,"Drama, Romance, War",N/A,6.5,N/A,Unrated,Gravitas,08 Dec 1932,https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX300.jpg
42nd Street,"Comedy, Musical, Romance",N/A,7.6,N/A,Passed,MGM Home Entertainment,11 Mar 1933,https://m.media-amazon.com/images/M/MV5BMTUzNDExNjQ3Ml5BMl5BanBnXkFtZTgwMjM2NDgzMTE@._V1_SX300.jpg
I Am a Fugitive from a Chain Gang,"Crime, Drama, Film-Noir",N/A,8.1,N/A,Passed,Vitaphone Corporation,19 Nov 1932,https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Lady for a Day,"Comedy, Drama",N/A,7.5,N/A,Passed,Columbia Pictures,13 Sep 1933,https://m.media-amazon.com/images/M/MV5BMTA4MjUxOTMwMTNeQTJeQWpwZ15BbWU4MDYyNjMwNDIx._V1_SX300.jpg
Little Women,"Drama, Family, Romance",87,7.3,N/A,PG,N/A,25 Dec 1994,https://m.media-amazon.com/images/M/MV5BNmJhNTgzMWYtZTU5OC00MmE2LTlkN2UtNWE0MmJiNWJmNmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
