Title,Genre,Meta_Score,imdb_Rating,Box_Office,Rated,Studio,Release_Date,Poster_URL,Year,Category,Nominee,Won?
Battleground,"Action, Drama, History, War",,7.5,,Approved,MGM,20 Jan 1950,https://m.media-amazon.com/images/M/MV5BYTYzOGIyNGQtZDljZi00NGYzLThkOTktNzNhMTM1M2Y1NDlhL2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,1949 (22nd),Best Picture,Battleground,NO
The Heiress,"Drama, Romance",,8.2,,Not Rated,Paramount Pictures,28 Dec 1949,https://m.media-amazon.com/images/M/MV5BMjZjNmVmYTMtM2U1ZS00MzNmLWExODAtMTI5MDhkZDZmYTgwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1949 (22nd),Best Picture,The Heiress,NO
A Letter to Three Wives,"Drama, Romance",,7.8,,Not Rated,Fox,03 Feb 1949,https://m.media-amazon.com/images/M/MV5BMzg0ZWQ1Y2EtYzBkMi00MTk0LWFhMTEtZGUwZTIzNGYyOWI0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1949 (22nd),Best Picture,A Letter to Three Wives,NO
Twelve O'Clock High,"Drama, War",,7.8,,Not Rated,Twentieth Century Fox Home Entertainment,13 Feb 1950,https://m.media-amazon.com/images/M/MV5BNmI0YTA4OWYtYTc2MC00ZTgxLTliMjItMTlhNzczODViZmYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1949 (22nd),Best Picture,Twelve O'Clock High,NO
Hamlet,Drama,,7.8,,PG-13,Sony Pictures Classics,25 Dec 1996,https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,1948 (21st),Best Picture,Hamlet,YES
Johnny Belinda,Drama,,7.8,,Unrated,Warner Bros. Pictures,14 Sep 1948,https://m.media-amazon.com/images/M/MV5BMTRiMzkzYmEtZGJiZC00NmNiLTk2ZGItNWNiOTg0ZjE1NWJjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1948 (21st),Best Picture,Johnny Belinda,NO
The Red Shoes,"Drama, Music, Romance",,8.3,,Not Rated,Eagle-Lion Films,06 Sep 1948,https://m.media-amazon.com/images/M/MV5BOWRmNGEwZjUtZjEwNS00OGZmLThhMmEtZTJlMTU5MGQ3ZWUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1948 (21st),Best Picture,The Red Shoes,NO
The Snake Pit,"Drama, Mystery",,7.6,,Approved,20th Century Fox Film Corporation,13 Nov 1948,https://m.media-amazon.com/images/M/MV5BNjc5ODU3YzItN2JmZS00ZmY2LWFmNGItYzBhYzA0NWI2MzIwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,1948 (21st),Best Picture,The Snake Pit,NO
The Treasure of the Sierra Madre,"Adventure, Drama, Western",98.0,8.2,,Passed,WARNER BROTHERS PICTURES,24 Jan 1948,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1948 (21st),Best Picture,The Treasure of the Sierra Madre,NO
The Bishop's Wife,"Comedy, Drama, Fantasy, Romance",,7.6,,Not Rated,RKO Radio Pictures,16 Feb 1948,https://m.media-amazon.com/images/M/MV5BNjU4ZTEwY2UtMDg2OS00YTgxLTlkZTQtY2M1ZGM1YTc0NWFmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1947 (20th),Best Picture,The Bishop's Wife,NO
Crossfire,"Crime, Drama, Film-Noir",,7.4,,UNRATED,WARNER BROTHERS PICTURES,15 Aug 1947,https://m.media-amazon.com/images/M/MV5BZjM1ZmNmM2YtMzRhMS00N2EwLTg4ZGItNGJlYTA3ZDNhMzJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1947 (20th),Best Picture,Crossfire,NO
Gentleman's Agreement,"Drama, Romance",,7.4,,Not Rated,Twentieth Century Fox Home Entertainment,01 Mar 1948,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1947 (20th),Best Picture,Gentleman's Agreement,YES
Great Expectations,"Drama, Romance",55.0,6.8,,R,20th Century Fox,30 Jan 1998,https://m.media-amazon.com/images/M/MV5BOGY5Y2RjNDgtMjMyNi00ZWM5LTllNDMtM2JiYzM3ZjM2Mzg1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,1947 (20th),Best Picture,Great Expectations,NO
Miracle on 34th Street,"Comedy, Drama, Family",,7.9,,Not Rated,20th Century Fox,02 Oct 1947,https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,1947 (20th),Best Picture,Miracle on 34th Street,NO
The Best Years of Our Lives,"Drama, Romance, War",92.0,8.1,,Approved,RKO Radio Pictures,29 May 1947,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1946 (19th),Best Picture,The Best Years of Our Lives,YES
Henry V,"Action, Biography, Drama, History, Romance, War",83.0,7.6,,PG-13,MGM Home Entertainment,08 Nov 1989,https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1946 (19th),Best Picture,Henry V,NO
It's a Wonderful Life,"Drama, Family, Fantasy",89.0,8.6,,PG,Liberty Films,07 Jan 1947,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,1946 (19th),Best Picture,It's a Wonderful Life,NO
The Razor's Edge,"Drama, Romance",,7.5,,Approved,Twentieth Century Fox,25 Dec 1946,https://m.media-amazon.com/images/M/MV5BNmIwMDA3MzMtODY4OC00NjkxLWIyNGQtMTVhOGY4Nzc5ZDI0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1946 (19th),Best Picture,The Razor's Edge,NO
The Yearling,"Drama, Family, Western",,7.3,,Approved,MGM Home Entertainment,01 May 1947,https://m.media-amazon.com/images/M/MV5BMjI0NjVhMDMtZTZmMy00MWYwLTkyMjQtMDEyMmVkYmJmOTQ5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1946 (19th),Best Picture,The Yearling,NO
Anchors Aweigh,"Comedy, Fantasy, Music, Musical, Romance, War",,7.2,,Passed,MGM Home Entertainment,01 Aug 1945,https://m.media-amazon.com/images/M/MV5BNmEyNzUzNTctZDM1MS00ODYwLTgyYzgtOGVlNTU3YWNjODhiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1945 (18th),Best Picture,Anchors Aweigh,NO
The Bells of St. Mary's,Drama,,7.4,,Unrated,RKO Radio Pictures,21 Feb 1946,https://m.media-amazon.com/images/M/MV5BMDA5ZWY5YjYtYWJkMC00ZGJmLWFmNzMtZjk2MjliNzM1Y2ZjXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,1945 (18th),Best Picture,The Bells of St. Mary's,NO
The Lost Weekend,"Drama, Film-Noir",,8.0,,Not Rated,Paramount Pictures,01 Jan 1946,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,1945 (18th),Best Picture,The Lost Weekend,YES
Mildred Pierce,"Crime, Drama, Film-Noir, Mystery, Romance",,8.0,,Passed,MGM Home Entertainment,20 Oct 1945,https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1945 (18th),Best Picture,Mildred Pierce,NO
Spellbound,"Film-Noir, Mystery, Romance, Thriller",,7.6,,Approved,Twentieth Century Fox Home Entertainment,28 Dec 1945,https://m.media-amazon.com/images/M/MV5BMTM2NDI5Nzg5Nl5BMl5BanBnXkFtZTcwNDk3NzI0NA@@._V1_SX300.jpg,1945 (18th),Best Picture,Spellbound,NO
Double Indemnity,"Crime, Drama, Film-Noir, Mystery, Thriller",95.0,8.3,,Passed,Paramount Pictures,06 Jul 1944,https://m.media-amazon.com/images/M/MV5BOGZiZjFiMWItN2NkZC00MjEwLTk4YzEtNTMwOTlmOGM3ZGJkXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_SX300.jpg,1944 (17th),Best Picture,Double Indemnity,NO
Gaslight,"Crime, Drama, Film-Noir, Mystery, Thriller",,7.8,,Not Rated,MGM,30 Oct 1944,https://m.media-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1944 (17th),Best Picture,Gaslight,NO
Going My Way,"Comedy, Drama, Music, Musical",,7.2,,Passed,Paramount Pictures,02 Oct 1944,https://m.media-amazon.com/images/M/MV5BODU3MDUzMzItNjk4Ni00ODQxLWI2NDUtNDIzMzc5YmYyMTYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1944 (17th),Best Picture,Going My Way,YES
Since You Went Away,"Drama, Romance, War",,7.6,,Approved,United Artists,20 Jul 1944,https://m.media-amazon.com/images/M/MV5BMTcyNDE3MjI0NV5BMl5BanBnXkFtZTgwODg0MTM1MjE@._V1_SX300.jpg,1944 (17th),Best Picture,Since You Went Away,NO
Wilson,"Comedy, Drama",49.0,5.8,"$652,997",R,Fox Searchlight,24 Mar 2017,https://m.media-amazon.com/images/M/MV5BOTc2Njc3MzI4Ml5BMl5BanBnXkFtZTgwMTYzMTgxMTI@._V1_SX300.jpg,1944 (17th),Best Picture,Wilson,NO
Casablanca,"Drama, Romance, War",100.0,8.5,,PG,Warner Bros. Pictures,23 Jan 1943,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,1943 (16th),Best Picture,Casablanca,YES
For Whom the Bell Tolls,"Adventure, Drama, History, Romance, War",,6.9,,Passed,MCA Universal Home Video,28 Apr 1944,https://m.media-amazon.com/images/M/MV5BM2U0MDQwMjctOGI2Yy00NjIyLWI4NjEtMjY3MDQxZDEwZGY2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1943 (16th),Best Picture,For Whom the Bell Tolls,NO
The Human Comedy,"Comedy, Drama, Family",,7.1,,Passed,Warner Home Video,14 Feb 1944,https://m.media-amazon.com/images/M/MV5BMTU2OTM4OTAxOF5BMl5BanBnXkFtZTgwOTc3NDE3MjE@._V1_SX300.jpg,1943 (16th),Best Picture,The Human Comedy,NO
In Which We Serve,"Drama, War",,7.3,,Not Rated,MCA Universal Home Video,23 Dec 1942,https://m.media-amazon.com/images/M/MV5BZjJmYTM1OTYtOTMzZC00NDJhLTlhNWYtYWVlODBkN2ZmOGIyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1943 (16th),Best Picture,In Which We Serve,NO
Madame Curie,"Biography, Drama, Romance",,7.2,,Not Rated,Warner Bros. Pictures,01 Feb 1944,https://m.media-amazon.com/images/M/MV5BMjI4NzAwNDUwNl5BMl5BanBnXkFtZTgwMTA1MjkyMTE@._V1_SX300.jpg,1943 (16th),Best Picture,Madame Curie,NO
The More the Merrier,"Comedy, Romance, War",,7.8,,Passed,Columbia Pictures,13 May 1943,https://m.media-amazon.com/images/M/MV5BMjc0NTI2MjctYjU4OS00ZTliLTg2ZDgtODY2Mjc3MWYxMTE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1943 (16th),Best Picture,The More the Merrier,NO
The Ox-Bow Incident,"Drama, Western",,8.0,,Not Rated,20th Century Fox Film Corporat,21 May 1943,https://m.media-amazon.com/images/M/MV5BOTBjMDhlM2EtY2RmMC00YzUyLTk5MGEtNThhN2ZhNWIzMTI4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1943 (16th),Best Picture,The Ox-Bow Incident,NO
The Song of Bernadette,"Biography, Drama",,7.7,,Approved,Twentieth Century Fox Home Entertainment,01 Apr 1945,https://m.media-amazon.com/images/M/MV5BZjBlNWVkOTUtYjk2YS00YmM0LWIyYzAtMDc1OGYwNzNhM2Y0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,1943 (16th),Best Picture,The Song of Bernadette,NO
Watch on the Rhine,Drama,,7.4,,Approved,Warner Home Video,27 Aug 1943,https://m.media-amazon.com/images/M/MV5BM2ZmMDhjNmQtN2MxNy00MTdmLTg4MTEtZTVkMTFmZDg0NTNlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1943 (16th),Best Picture,Watch on the Rhine,NO
Kings Row,"Drama, Mystery, Romance",,7.6,,Passed,Warner Home Video,18 Apr 1942,https://m.media-amazon.com/images/M/MV5BMTgzMTU2NzM4MF5BMl5BanBnXkFtZTgwMzgzNzYxMTE@._V1_SX300.jpg,1942 (15th),Best Picture,Kings Row,NO
The Magnificent Ambersons,"Drama, Romance",93.0,7.9,,Not Rated,RKO Radio Pictures,10 Jul 1942,https://m.media-amazon.com/images/M/MV5BOTQ4Y2I5MzYtNDJkZS00YTFmLWJkODctMmU3YzQ3ZDhkMWE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1942 (15th),Best Picture,The Magnificent Ambersons,NO
Mrs. Miniver,"Drama, Romance, War",,7.6,,Not Rated,MGM Home Entertainment,01 Dec 1942,https://m.media-amazon.com/images/M/MV5BY2UxNjcwYmQtODc1NC00ZjQ1LTk4NDctZTE0NjhlMjNlOTEyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1942 (15th),Best Picture,Mrs. Miniver,YES
The Pied Piper,"Animation, Fantasy, Horror",,8.0,,NOT RATED,,01 Sep 1986,https://m.media-amazon.com/images/M/MV5BODk1NjE2MDg4M15BMl5BanBnXkFtZTcwNjAwMTUzMQ@@._V1_SX300.jpg,1942 (15th),Best Picture,The Pied Piper,NO
The Pride of the Yankees,"Biography, Drama, Romance, Sport",,7.7,,Approved,MGM,05 Mar 1943,https://m.media-amazon.com/images/M/MV5BZGQ4ZjMxNTgtNDkzYi00MTJjLTk4NTMtODRlMzVjNzU4OWU4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1942 (15th),Best Picture,The Pride of the Yankees,NO
Random Harvest,"Drama, Romance",,8.0,,Passed,MGM Home Entertainment,31 Aug 1943,https://m.media-amazon.com/images/M/MV5BZTkwYzM4MDktZjljMy00NTNmLTgwZTMtNGNmMGRiZjE3NjRlXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,1942 (15th),Best Picture,Random Harvest,NO
The Talk of the Town,"Comedy, Drama, Romance, Thriller",,7.5,,Approved,Sony Pictures Entertainment,20 Aug 1942,https://m.media-amazon.com/images/M/MV5BMDYyOTc0ZjItMmU5YS00Mjk0LTk0NTUtMmJhMWZmMDc5ZGU2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1942 (15th),Best Picture,The Talk of the Town,NO
Wake Island,"Action, Drama, War",,6.9,,Approved,MCA Universal Home Video,11 Aug 1942,https://m.media-amazon.com/images/M/MV5BMTQxZGJlMDYtN2M3Yy00Njc1LTg2ZmItNDhiMzg2ODY2MGM5XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,1942 (15th),Best Picture,Wake Island,NO
Yankee Doodle Dandy,"Biography, Drama, Musical",,7.7,,Passed,MGM Home Entertainment,06 Jun 1942,https://m.media-amazon.com/images/M/MV5BNDQ2MWJjNjUtYmVlNS00YjUzLWFkMDEtYzE2MjkxOTljMmI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1942 (15th),Best Picture,Yankee Doodle Dandy,NO
Blossoms in the Dust,"Biography, Drama, Romance",,7.0,,Approved,WARNER BROTHERS PICTURES,15 Aug 1941,https://m.media-amazon.com/images/M/MV5BZDZiZDBmOWYtYTU0Mi00ZTQ5LWE3NDAtZDY5ODFlNzVmYjNmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1941 (14th),Best Picture,Blossoms in the Dust,NO
Citizen Kane,"Drama, Mystery",100.0,8.3,,PG,RKO Radio Pictures,05 Sep 1941,https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1941 (14th),Best Picture,Citizen Kane,NO
Here Comes Mr. Jordan,"Comedy, Fantasy, Romance",,7.6,,Not Rated,Sony Pictures Entertainment,21 Aug 1941,https://m.media-amazon.com/images/M/MV5BNmI3NjI1YWEtOGYzNC00NGQzLTg2MjktZjE3YzNjNTM4ODkwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1941 (14th),Best Picture,Here Comes Mr. Jordan,NO
Hold Back the Dawn,"Drama, Romance",,7.5,,NOT RATED,Paramount Pictures,26 Sep 1941,https://m.media-amazon.com/images/M/MV5BMDZkOTE5MmEtYzRkMy00MDcwLTgyMzQtYjEwNzY3Yjk0M2RhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1941 (14th),Best Picture,Hold Back the Dawn,NO
How Green Was My Valley,"Drama, Family",,7.8,,Not Rated,Twentieth Century Fox Home Entertainment,09 Apr 1942,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1941 (14th),Best Picture,How Green Was My Valley,YES
The Little Foxes,"Drama, Romance",,8.2,,Approved,RKO,29 Aug 1941,https://m.media-amazon.com/images/M/MV5BMzdkYjU3ZmEtNDZkZS00ZTY5LTgzZDYtNzdiY2ZlOTg5ZDQ5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1941 (14th),Best Picture,The Little Foxes,NO
The Maltese Falcon,"Film-Noir, Mystery",96.0,8.1,,Not Rated,Warner Bros.,18 Oct 1941,https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1941 (14th),Best Picture,The Maltese Falcon,NO
One Foot in Heaven,"Biography, Drama",,7.0,,Approved,Warner Bros.,01 Nov 1941,https://m.media-amazon.com/images/M/MV5BMGFiYjhkZTAtYWE0MC00MDg4LTllZWEtNTMzOTQ4OTJmZjhmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1941 (14th),Best Picture,One Foot in Heaven,NO
Sergeant York,"Biography, Drama, History, Romance, War",,7.8,,Not Rated,Warner Bros. Pictures,27 Sep 1941,https://m.media-amazon.com/images/M/MV5BYmEzN2M4YjgtZmQ2MC00ZGI3LWEwNWEtNDRjNGE0N2FiMzQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1941 (14th),Best Picture,Sergeant York,NO
Suspicion,"Mystery, Thriller",83.0,7.4,,Not Rated,WARNER BROTHERS PICTURES,14 Nov 1941,https://m.media-amazon.com/images/M/MV5BMDZiZWJjMjMtMjg4MC00Njk5LTliYzktZGM5ODBmNTA3YTc1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1941 (14th),Best Picture,Suspicion,NO
"All This, and Heaven Too","Drama, Romance",,7.6,,Approved,Warner Bros. Pictures,13 Jul 1940,https://m.media-amazon.com/images/M/MV5BMjE4NzY5ODI2OV5BMl5BanBnXkFtZTgwOTU0MDgyMTE@._V1_SX300.jpg,1940 (13th),Best Picture,"All This, and Heaven Too",NO
Foreign Correspondent,"Action, Romance, Thriller, War",,7.6,,Passed,Warner Home Video,16 Aug 1940,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,1940 (13th),Best Picture,Foreign Correspondent,NO
The Grapes of Wrath,"Drama, History",95.0,8.1,,Passed,20th Century Fox Film Corporation,15 Mar 1940,https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1940 (13th),Best Picture,The Grapes of Wrath,NO
The Great Dictator,"Comedy, Drama, War",,8.5,,Passed,Criterion Collection,07 Mar 1941,https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1940 (13th),Best Picture,The Great Dictator,NO
Kitty Foyle,"Drama, Romance",,7.0,,Approved,Media Home Entertainment,27 Dec 1940,https://m.media-amazon.com/images/M/MV5BODZkZTcwNzQtODBiNy00ZTNjLTlhMjctZDViZjQzMGIyZDg5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1940 (13th),Best Picture,Kitty Foyle,NO
The Letter,"Crime, Drama, Film-Noir, Mystery, Romance",,7.7,,Not Rated,MGM Home Entertainment,23 Nov 1940,https://m.media-amazon.com/images/M/MV5BNGI1Mjk4ZDgtMDc5ZS00MGI4LWJmZDctNTZkNmQ0NGU0M2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1940 (13th),Best Picture,The Letter,NO
The Long Voyage Home,"Drama, War",,7.0,,Approved,Criterion Collection,22 Nov 1940,https://m.media-amazon.com/images/M/MV5BNDc3M2ExYWMtNTFjMS00NGRlLWE0YmItZTNjM2Q2Yzk2ZTYyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1940 (13th),Best Picture,The Long Voyage Home,NO
Our Town,"Drama, Romance",,6.8,,NOT RATED,United Artists,24 May 1940,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY5Mjc0MzU2NF5BMl5BanBnXkFtZTcwMTE4MjgyMQ@@._V1_SX300.jpg,1940 (13th),Best Picture,Our Town,NO
The Philadelphia Story,"Comedy, Romance",96.0,8.0,,Not Rated,MGM,17 Jan 1941,https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1940 (13th),Best Picture,The Philadelphia Story,NO
Rebecca,"Drama, Mystery, Romance, Thriller",,8.1,,Not Rated,United Artists,12 Apr 1940,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1940 (13th),Best Picture,Rebecca,YES
Dark Victory,"Drama, Romance",,7.6,,Approved,Twentieth Century Fox Home Entertainment,22 Apr 1939,https://m.media-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1939 (12th),Best Picture,Dark Victory,NO
Gone with the Wind,"Drama, History, Romance, War",97.0,8.2,,Passed,Loew&#39;s Inc.,17 Jan 1940,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1939 (12th),Best Picture,Gone with the Wind,YES
"Goodbye, Mr. Chips","Drama, Romance",,7.8,,Unrated,MGM Home Entertainment,28 Jul 1939,https://m.media-amazon.com/images/M/MV5BY2JiNjljZjAtYWJmNS00ZWQxLTlhZDMtZGVhMTc1NGFjMDdjXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,1939 (12th),Best Picture,"Goodbye, Mr. Chips",NO
Love Affair,"Comedy, Drama, Romance",55.0,5.9,,PG-13,Warner Home Video,21 Oct 1994,https://m.media-amazon.com/images/M/MV5BMTQ3OTc2NTEwMF5BMl5BanBnXkFtZTgwNzk0NjkwMzE@._V1_SX300.jpg,1939 (12th),Best Picture,Love Affair,NO
Mr. Smith Goes to Washington,"Comedy, Drama",73.0,8.2,,Not Rated,ITVS,19 Oct 1939,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1939 (12th),Best Picture,Mr. Smith Goes to Washington,NO
Ninotchka,"Comedy, Romance",,8.0,,Not Rated,Warner Bros. Pictures,23 Nov 1939,https://m.media-amazon.com/images/M/MV5BOTQ1ZDg5MjctZmNkNC00M2E5LTgyMjEtMjg0NDVjMTBiZjFhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1939 (12th),Best Picture,Ninotchka,NO
Of Mice and Men,Drama,,7.5,,PG-13,Metro-Goldwyn-Mayer Pictures,02 Oct 1992,https://m.media-amazon.com/images/M/MV5BMTg0ODE2MTg2OF5BMl5BanBnXkFtZTcwNTI5MDQ2NA@@._V1_SX300.jpg,1939 (12th),Best Picture,Of Mice and Men,NO
Stagecoach,"Adventure, Drama, Western",93.0,7.9,,Not Rated,Warner Home Video,03 Mar 1939,https://m.media-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,1939 (12th),Best Picture,Stagecoach,NO
The Wizard of Oz,"Adventure, Family, Fantasy, Musical",100.0,8.0,"$3,840,702",PG,Warner Bros. Pictures,25 Aug 1939,https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg,1939 (12th),Best Picture,The Wizard of Oz,NO
Wuthering Heights,"Drama, Romance",,7.7,,Not Rated,United Artists,07 Apr 1939,https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1939 (12th),Best Picture,Wuthering Heights,NO
